acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
43980,M,RI,2879,28,13,7,43,140,183,3,0,0,1,0,0,0,2,no
43981,F,CT,6497,64,9,8,25,198,223,2,0,0,2,0,0,0,0,no
43982,M,NY,10583,105,95,33,127,234,361,11,1,2,3,2,0,2,1,no
43983,M,NY,11412,114,31,15,52,174,226,4,0,0,1,1,0,2,0,no
43984,F,ME,4578,45,25,19,36,82,118,3,1,1,0,0,0,1,0,no
43985,F,PA,19342,193,19,15,46,129,175,3,0,0,1,0,1,0,1,no
43986,F,NY,11782,117,37,13,70,162,232,6,1,1,2,0,1,1,0,no
43987,F,NY,10009,100,11,16,15,138,153,1,1,0,0,0,0,0,0,no
43988,M,CT,6830,68,41,21,75,109,184,6,0,1,0,3,0,2,0,no
43989,F,DE,19805,198,65,29,106,127,233,9,4,1,1,2,0,0,1,no
43990,F,MD,21234,212,23,17,33,285,318,2,1,0,0,0,1,0,0,no
43991,M,NJ,8512,85,11,10,31,245,276,2,0,1,0,0,1,0,0,no
43992,M,NY,10009,100,19,16,31,20,51,2,0,0,2,0,0,0,0,no
43993,F,NJ,7430,74,27,30,30,234,264,2,0,0,0,0,2,0,0,no
43994,F,NY,11743,117,5,7,17,82,99,1,1,0,0,0,0,0,0,no
43995,F,NY,11694,116,15,14,33,24,57,2,0,0,0,1,0,1,0,no
43996,F,NH,3874,38,67,29,94,231,325,8,2,0,2,2,0,2,0,no
43997,M,NY,10306,103,59,19,147,193,340,12,0,3,4,1,2,0,2,no
43998,M,MD,21144,211,31,18,66,89,155,6,3,0,1,1,1,0,0,no
43999,M,NJ,8691,86,17,16,30,91,121,2,1,1,0,0,0,0,0,no
44000,M,PA,18249,182,37,30,65,209,274,5,0,0,1,1,0,2,1,no
44001,M,CT,6484,64,67,9,142,97,239,12,1,1,6,1,1,1,1,no
44002,M,NY,11217,112,49,17,127,146,273,11,3,0,2,2,1,1,2,no
44003,F,NY,14701,147,11,15,18,213,231,1,0,0,0,1,0,0,0,no
44004,F,NJ,7624,76,29,32,19,256,275,1,1,0,0,0,0,0,0,no
44005,M,PA,19120,191,13,14,30,292,322,2,0,1,0,0,0,1,0,yes
44006,F,MD,21227,212,17,20,17,0,17,1,1,0,0,0,0,0,0,no
44007,M,NJ,7006,70,33,32,29,27,56,2,0,0,1,1,0,0,0,no
44008,F,NJ,7078,70,7,9,17,164,181,1,0,0,1,0,0,0,0,no
44009,M,NY,11743,117,47,17,130,324,454,11,3,1,1,3,0,2,1,no
44010,F,PA,19067,190,11,13,19,148,167,1,0,0,0,0,0,1,0,no
44011,F,PA,18225,182,35,28,38,46,84,3,1,1,1,0,0,0,0,no
44012,F,PA,15221,152,33,16,83,232,315,8,2,3,1,1,0,1,0,no
44013,M,CT,6488,64,5,8,18,94,112,1,0,0,1,0,0,0,0,yes
44014,F,PA,16124,161,9,14,18,293,311,1,0,1,0,0,0,0,0,no
44015,F,NY,10312,103,9,12,19,179,198,1,1,0,0,0,0,0,0,no
44016,F,NY,11369,113,9,13,16,58,74,1,0,1,0,0,0,0,0,no
44017,F,MD,21117,211,1,7,16,255,271,1,0,1,0,0,0,0,0,no
44018,F,MD,20906,209,1,3,19,201,220,1,0,0,0,0,0,0,1,no
44019,F,NY,11235,112,31,13,112,106,218,9,0,1,3,1,0,3,1,no
44020,F,NY,11801,118,37,23,34,57,91,3,1,0,1,1,0,0,0,no
44021,F,NY,11516,115,19,15,30,145,175,2,1,0,0,0,0,0,1,no
44022,F,NY,10901,109,19,19,32,72,104,2,0,0,0,1,0,0,1,no
44023,F,NJ,8527,85,49,15,75,62,137,7,3,0,2,2,0,0,0,no
44024,M,NY,13212,132,31,9,127,68,195,10,1,0,4,1,0,3,1,yes
44025,M,NY,11575,115,49,31,61,281,342,5,4,0,0,1,0,0,0,no
44026,F,MA,1930,19,1,4,18,255,273,1,0,0,0,0,0,0,1,no
44027,F,NJ,7405,74,37,24,73,168,241,6,1,1,1,0,1,0,2,no
44028,F,PA,19023,190,33,30,34,242,276,2,1,0,0,0,0,0,1,no
44029,F,MD,21231,212,11,14,19,94,113,1,1,0,0,0,0,0,0,no
44030,F,NJ,8610,86,29,11,94,142,236,8,2,0,1,1,0,1,3,no
44031,F,MA,1940,19,19,22,18,29,47,1,0,0,0,1,0,0,0,no
44032,M,MD,21104,211,23,22,33,283,316,2,0,0,0,1,1,0,0,no
44033,M,PA,19095,190,27,6,65,156,221,5,0,1,0,1,0,1,2,no
44034,F,NY,10469,104,17,21,17,196,213,1,0,0,0,0,1,0,0,no
44035,F,NJ,7083,70,13,16,33,206,239,2,0,0,0,0,0,0,2,no
44036,F,NJ,8884,88,33,21,54,85,139,5,2,0,3,0,0,0,0,no
44037,F,NY,11762,117,37,11,61,239,300,5,2,0,1,0,1,0,1,no
44038,M,PA,19094,190,11,16,18,291,309,1,0,0,0,0,0,1,0,no
44039,F,MA,2190,21,43,19,75,302,377,6,2,1,0,0,0,1,2,no
44040,F,NJ,8753,87,27,15,80,207,287,6,1,0,0,0,1,2,2,yes
44041,F,MA,2025,20,13,5,55,62,117,4,0,1,1,0,0,1,1,no
44042,M,NY,10010,100,15,10,29,45,74,2,0,2,0,0,0,0,0,yes
44043,M,NY,13212,132,31,17,70,131,201,6,2,1,1,1,1,0,0,no
44044,M,NY,10583,105,13,16,19,150,169,1,0,0,0,1,0,0,0,no
44045,M,NJ,8731,87,11,3,47,298,345,4,1,0,1,1,0,0,1,no
44046,F,NH,3079,30,19,3,87,117,204,8,2,0,2,3,1,0,0,no
44047,F,MA,1890,18,7,4,29,160,189,2,1,0,0,1,0,0,0,no
44048,F,NJ,7470,74,9,12,19,296,315,1,1,0,0,0,0,0,0,no
44049,F,MD,21228,212,29,15,40,157,197,3,0,1,0,0,0,1,1,yes
44050,F,NY,11414,114,17,14,30,95,125,2,1,0,0,0,1,0,0,no
44051,M,PA,19047,190,15,6,69,267,336,6,2,1,2,1,0,0,0,no
44052,M,PA,19063,190,27,13,101,232,333,9,2,2,1,2,1,1,0,yes
44053,F,NY,11753,117,5,8,29,18,47,2,1,0,0,0,0,1,0,no
44054,F,NY,10461,104,67,13,117,177,294,10,2,0,3,1,0,2,2,no
44055,M,NY,11236,112,21,20,30,251,281,2,1,0,0,1,0,0,0,yes
44056,F,PA,19105,191,11,13,17,142,159,1,0,0,0,1,0,0,0,no
44057,F,NJ,8060,80,21,24,20,169,189,1,0,0,1,0,0,0,0,no
44058,M,PA,18966,189,1,4,20,67,87,1,1,0,0,0,0,0,0,no
44059,F,NJ,7501,75,23,27,19,201,220,1,1,0,0,0,0,0,0,no
44060,F,MD,20657,206,23,20,49,74,123,4,1,0,1,0,2,0,0,no
44061,F,NY,11358,113,21,18,31,128,159,2,0,0,0,0,0,0,2,no
44062,F,MD,21146,211,19,17,40,78,118,3,0,1,1,0,0,1,0,no
44063,M,MA,2540,25,25,20,37,88,125,3,1,1,1,0,0,0,0,no
44064,M,NJ,8525,85,11,15,17,0,17,1,0,0,1,0,0,0,0,no
44065,M,MD,21215,212,7,8,31,208,239,2,1,0,1,0,0,0,0,no
44066,F,NY,11215,112,15,20,19,94,113,1,1,0,0,0,0,0,0,no
44067,F,NY,11040,110,3,7,20,270,290,1,1,0,0,0,0,0,0,no
44068,M,NJ,7874,78,49,14,79,171,250,7,1,1,3,0,1,0,1,no
44069,F,NJ,8724,87,9,13,20,114,134,1,0,0,0,0,1,0,0,no
44070,M,NY,11434,114,33,19,48,150,198,4,1,0,2,1,0,0,0,yes
44071,F,MA,2173,21,25,10,112,69,181,9,0,1,4,1,0,2,1,no
44072,F,NY,10598,105,15,7,39,306,345,3,1,0,1,1,0,0,0,no
44073,M,MD,21087,210,51,18,113,100,213,10,3,1,2,3,0,0,1,no
44074,F,MD,20878,208,25,13,96,278,374,8,2,0,2,0,1,0,3,yes
44075,F,NY,11375,113,7,10,20,104,124,1,0,0,1,0,0,0,0,no
44076,M,NJ,8690,86,17,17,31,233,264,2,0,0,1,0,0,1,0,no
44077,M,NY,11787,117,17,17,34,290,324,2,0,0,0,0,0,0,2,yes
44078,F,NY,12205,122,17,17,30,167,197,2,0,0,1,0,1,0,0,no
44079,F,PA,19454,194,19,23,17,134,151,1,0,0,0,0,0,1,0,yes
44080,F,PA,19437,194,55,25,89,56,145,8,5,0,1,1,1,0,0,no
44081,F,NY,10308,103,25,5,118,173,291,10,2,0,4,1,1,0,2,no
44082,M,NY,10463,104,63,40,69,133,202,6,3,0,2,0,0,1,0,no
44083,M,NY,11209,112,29,18,59,106,165,5,3,0,0,1,1,0,0,no
44084,M,PA,19018,190,61,20,108,218,326,9,4,0,0,2,1,2,0,no
44085,F,PA,18940,189,1,6,16,277,293,1,0,0,1,0,0,0,0,yes
44086,F,PA,19144,191,27,11,69,275,344,6,3,0,2,0,0,0,1,no
44087,M,NY,10303,103,11,5,31,127,158,2,0,0,0,0,0,1,1,no
44088,M,NY,11010,110,7,11,17,282,299,1,0,0,1,0,0,0,0,no
44089,F,CT,6880,68,3,5,16,136,152,1,0,0,0,0,1,0,0,no
44090,M,NJ,7607,76,31,11,76,193,269,6,2,0,0,2,0,1,1,no
44091,F,NJ,8831,88,49,18,108,311,419,9,1,2,0,4,0,1,1,no
44092,F,PA,19083,190,7,7,27,286,313,2,0,0,2,0,0,0,0,no
44093,F,CT,6484,64,11,7,38,19,57,3,0,0,3,0,0,0,0,no
44094,F,NJ,7027,70,59,37,127,179,306,11,3,2,2,0,0,1,3,no
44095,M,NJ,7950,79,29,31,30,169,199,2,0,0,1,0,1,0,0,no
44096,F,PA,19606,196,53,13,107,76,183,9,1,1,1,3,1,1,1,no
44097,F,NY,11791,117,59,19,114,142,256,10,3,0,3,1,1,1,1,no
44098,M,NJ,7011,70,35,16,74,229,303,6,0,1,1,1,0,0,3,no
44099,F,NJ,7740,77,5,9,19,240,259,1,0,0,0,0,0,1,0,no
44100,F,PA,19148,191,7,10,18,249,267,1,0,0,0,0,0,0,1,no
44101,F,MD,21221,212,33,29,29,58,87,2,0,0,0,0,1,1,0,no
44102,M,NJ,7642,76,27,13,67,84,151,6,3,0,1,1,0,0,1,no
44103,F,NJ,7719,77,29,27,28,100,128,2,1,0,0,1,0,0,0,no
44104,M,MA,2155,21,7,10,28,239,267,2,1,0,0,1,0,0,0,no
44105,F,PA,19111,191,39,29,38,299,337,3,0,1,1,1,0,0,0,no
44106,F,NY,11362,113,31,33,30,250,280,2,0,0,0,2,0,0,0,no
44107,F,NJ,7726,77,19,15,29,295,324,2,0,0,1,1,0,0,0,no
44108,F,PA,19135,191,15,21,19,39,58,1,0,0,1,0,0,0,0,no
44109,F,NY,11598,115,17,15,28,63,91,2,0,0,2,0,0,0,0,no
44110,F,NY,10940,109,41,16,133,281,414,11,4,2,1,0,1,0,3,no
44111,M,PA,15370,153,37,20,80,287,367,7,1,2,1,2,1,0,0,no
44112,M,NJ,7456,74,33,34,32,28,60,2,0,0,0,1,0,0,1,no
44113,M,NJ,8701,87,67,16,97,254,351,9,3,3,2,1,0,0,0,no
44114,F,DE,19810,198,19,22,27,81,108,2,1,0,1,0,0,0,0,no
44115,F,NJ,8330,83,1,6,19,101,120,1,0,0,0,0,0,0,1,no
44116,F,MA,1450,14,65,17,139,257,396,12,5,2,3,0,0,1,1,no
44117,F,NY,11234,112,17,20,29,7,36,2,0,0,1,0,1,0,0,no
44118,M,NY,14081,140,5,6,33,19,52,2,0,0,0,0,0,1,1,no
44119,M,NY,11694,116,75,21,135,125,260,12,2,2,4,2,0,2,0,no
44120,F,NJ,8402,84,53,25,85,237,322,7,1,1,2,1,0,0,2,no
44121,F,CT,6385,63,31,13,49,186,235,4,0,1,2,0,1,0,0,no
44122,M,NY,11550,115,9,14,19,40,59,1,0,0,0,0,0,0,1,no
44123,F,NY,11230,112,9,4,39,110,149,3,1,0,1,0,1,0,0,no
44124,M,NY,14098,140,31,11,97,75,172,8,3,0,1,1,0,2,1,no
44125,F,NY,11793,117,9,13,21,229,250,1,1,0,0,0,0,0,0,no
44126,F,NY,12083,120,13,15,17,193,210,1,0,0,1,0,0,0,0,no
44127,M,NY,11213,112,15,16,33,4,37,2,1,0,0,0,0,0,1,no
44128,F,MA,1013,10,5,11,17,244,261,1,0,1,0,0,0,0,0,no
44129,F,PA,19125,191,49,13,93,301,394,8,1,1,2,2,1,0,1,no
44130,F,PA,19152,191,3,6,26,183,209,2,0,2,0,0,0,0,0,no
44131,M,NJ,8831,88,9,8,34,290,324,2,0,0,1,0,0,1,0,no
44132,F,NY,11789,117,29,17,47,150,197,4,2,0,2,0,0,0,0,no
44133,F,DE,19930,199,9,7,29,193,222,2,2,0,0,0,0,0,0,no
44134,F,NJ,8854,88,11,8,32,272,304,2,0,1,0,0,0,1,0,yes
44135,M,NY,11357,113,17,21,29,225,254,2,1,0,0,0,0,0,1,no
44136,F,ME,4102,41,17,14,31,130,161,2,1,0,0,0,0,0,1,no
44137,M,DE,19713,197,41,39,31,142,173,2,0,1,0,1,0,0,0,no
44138,F,NJ,8030,80,49,15,95,293,388,8,1,2,0,3,0,1,1,no
44139,F,PA,19047,190,13,12,31,294,325,2,0,1,0,0,0,1,0,no
44140,F,NJ,7738,77,37,18,87,274,361,7,4,0,0,2,0,0,1,no
44141,F,NY,13215,132,33,31,32,258,290,2,1,0,0,0,0,0,1,no
44142,F,NY,11727,117,7,7,27,281,308,2,1,0,1,0,0,0,0,no
44143,M,NY,11753,117,35,17,77,315,392,6,0,1,1,1,0,0,3,yes
44144,M,PA,19053,190,31,24,41,48,89,3,0,2,0,1,0,0,0,no
44145,M,DE,19810,198,7,11,15,28,43,1,1,0,0,0,0,0,0,no
44146,F,NY,11023,110,21,18,29,240,269,2,0,0,1,0,1,0,0,no
44147,F,NJ,8817,88,15,16,28,76,104,2,0,0,1,0,1,0,0,no
44148,F,MD,20910,209,71,25,114,143,257,10,2,2,2,1,1,1,1,no
44149,M,MD,21236,212,33,31,28,96,124,2,0,0,1,0,1,0,0,no
44150,F,DC,20015,200,33,30,31,172,203,2,0,1,0,1,0,0,0,no
44151,F,CT,6430,64,11,10,29,187,216,2,1,0,0,0,0,0,1,no
44152,M,NJ,8733,87,21,23,29,242,271,2,1,0,0,1,0,0,0,no
44153,M,PA,18343,183,19,16,28,101,129,2,0,1,1,0,0,0,0,no
44154,F,PA,19026,190,11,12,31,52,83,2,0,0,0,1,1,0,0,no
44155,F,NJ,7746,77,27,30,19,250,269,1,1,0,0,0,0,0,0,no
44156,F,NJ,8648,86,13,16,18,228,246,1,0,0,1,0,0,0,0,no
44157,M,NY,14569,145,11,16,20,19,39,1,0,0,0,0,0,0,1,no
44158,M,NY,10025,100,41,31,81,137,218,7,2,2,2,0,0,0,1,no
44159,F,NY,11722,117,45,13,107,90,197,9,1,1,1,2,0,1,3,no
44160,M,NJ,8857,88,29,3,132,145,277,11,3,2,0,1,1,1,3,yes
44161,F,PA,17055,170,19,19,36,66,102,3,1,0,1,1,0,0,0,no
44162,F,MD,20817,208,23,15,40,280,320,3,2,0,0,0,1,0,0,no
44163,F,NY,14428,144,21,16,29,122,151,2,0,0,0,0,1,0,1,no
44164,F,NY,10308,103,19,9,35,145,180,3,2,1,0,0,0,0,0,no
44165,F,PA,19115,191,9,14,19,266,285,1,0,0,0,1,0,0,0,no
44166,F,MD,20737,207,19,6,107,128,235,9,1,0,4,0,2,0,2,no
44167,F,PA,15748,157,33,18,82,286,368,7,2,1,1,0,2,0,1,no
44168,F,NJ,7801,78,33,29,31,182,213,2,0,0,1,0,0,0,1,no
44169,F,MA,2184,21,29,13,73,102,175,6,0,0,5,0,0,1,0,no
44170,F,NJ,7090,70,43,19,106,137,243,9,2,1,3,0,0,0,3,no
44171,M,NY,11230,112,29,30,31,262,293,2,0,0,1,1,0,0,0,no
44172,M,NY,10462,104,23,11,57,48,105,5,1,1,2,1,0,0,0,no
44173,F,MA,2194,21,29,33,17,32,49,1,0,0,1,0,0,0,0,no
44174,M,CT,6232,62,11,8,26,63,89,2,0,0,2,0,0,0,0,no
44175,F,NY,11209,112,49,21,79,289,368,7,2,0,1,3,0,0,1,no
44176,M,NY,11782,117,51,27,65,256,321,5,2,0,0,0,1,2,0,no
44177,F,MD,21136,211,9,14,16,268,284,1,0,0,1,0,0,0,0,no
44178,F,DC,20009,200,9,11,19,52,71,1,0,1,0,0,0,0,0,no
44179,F,NY,10009,100,11,7,32,160,192,2,0,0,0,0,1,1,0,no
44180,F,MA,1835,18,15,17,19,21,40,1,0,0,0,0,0,0,1,no
44181,F,NY,10031,100,13,13,30,248,278,2,0,0,0,0,1,0,1,no
44182,F,PA,18914,189,11,14,17,211,228,1,0,0,1,0,0,0,0,no
44183,F,PA,19120,191,35,34,28,87,115,2,0,0,0,2,0,0,0,no
44184,F,PA,19014,190,39,35,30,291,321,2,1,0,1,0,0,0,0,no
44185,F,PA,16105,161,23,15,48,184,232,4,2,1,0,0,0,0,1,no
44186,F,MA,2184,21,31,28,30,165,195,2,1,0,0,0,0,1,0,no
44187,M,NY,11357,113,25,27,18,16,34,1,1,0,0,0,0,0,0,no
44188,F,NJ,7753,77,21,15,29,263,292,2,1,0,0,0,0,0,1,no
44189,M,ME,4103,41,21,18,32,145,177,2,0,0,0,1,1,0,0,no
44190,F,NJ,7039,70,11,13,31,196,227,2,1,0,0,1,0,0,0,no
44191,F,NY,10504,105,13,16,20,166,186,1,0,0,1,0,0,0,0,no
44192,M,NY,11375,113,9,12,20,88,108,1,0,0,0,0,0,0,1,no
44193,F,NJ,7647,76,9,12,20,97,117,1,0,0,0,0,0,0,1,no
44194,F,PA,17319,173,45,19,99,203,302,8,1,0,2,1,1,1,2,no
44195,F,NY,11217,112,15,19,15,128,143,1,0,0,1,0,0,0,0,no
44196,M,NJ,8735,87,59,17,123,341,464,11,3,2,2,0,2,1,1,no
44197,F,NY,10025,100,31,9,105,149,254,8,3,0,0,0,0,1,4,yes
44198,F,NY,10709,107,29,23,27,299,326,2,1,1,0,0,0,0,0,no
44199,M,NY,11577,115,3,8,20,255,275,1,0,0,0,0,0,0,1,no
44200,M,MD,20817,208,13,19,20,81,101,1,0,0,0,0,0,1,0,yes
44201,F,NY,11804,118,1,5,17,276,293,1,0,0,0,0,0,0,1,no
44202,F,NY,12446,124,25,30,16,275,291,1,0,0,1,0,0,0,0,no
44203,F,NJ,7410,74,17,20,20,223,243,1,0,0,0,0,0,0,1,no
44204,M,NY,10706,107,21,7,108,175,283,9,1,0,1,3,1,2,1,no
44205,M,NJ,7002,70,39,28,64,230,294,6,2,0,3,1,0,0,0,no
44206,F,NY,11004,110,3,7,17,137,154,1,0,0,1,0,0,0,0,no
44207,F,PA,17602,176,5,8,19,85,104,1,0,0,0,0,0,1,0,no
44208,M,NJ,7936,79,47,14,94,193,287,8,2,1,1,1,0,0,3,no
44209,F,RI,2865,28,33,7,106,302,408,9,2,1,2,1,2,0,1,no
44210,F,NJ,8525,85,15,12,30,244,274,2,0,0,2,0,0,0,0,no
44211,F,CT,6855,68,19,19,30,48,78,2,0,1,0,0,0,0,1,no
44212,F,CT,6226,62,17,23,20,25,45,1,0,0,0,0,0,1,0,no
44213,M,NY,11803,118,33,12,61,150,211,5,0,1,3,0,0,0,1,no
44214,F,MD,20815,208,15,16,28,134,162,2,0,0,2,0,0,0,0,no
44215,F,NJ,8057,80,27,22,33,164,197,2,0,1,0,0,0,1,0,no
44216,M,PA,19135,191,39,17,81,321,402,7,2,1,1,0,2,1,0,no
44217,M,PA,15033,150,1,4,21,29,50,1,0,1,0,0,0,0,0,no
44218,F,NJ,7032,70,17,15,34,139,173,2,1,0,0,0,0,0,1,no
44219,M,NY,11365,113,35,11,68,239,307,6,2,0,2,1,0,1,0,yes
44220,F,PA,19131,191,9,13,16,115,131,1,1,0,0,0,0,0,0,no
44221,F,NY,12054,120,39,11,147,284,431,12,4,1,1,0,2,3,1,no
44222,F,PA,19135,191,31,5,99,47,146,9,2,1,3,2,0,1,0,no
44223,F,MD,21044,210,63,14,113,323,436,9,1,1,1,0,0,5,1,yes
44224,M,NY,11361,113,71,18,112,330,442,10,2,2,2,0,0,1,3,no
44225,F,PA,19083,190,73,29,125,58,183,11,3,1,4,1,0,2,0,no
44226,M,NJ,7726,77,31,36,18,251,269,1,1,0,0,0,0,0,0,no
44227,M,NY,11554,115,15,14,31,218,249,2,0,0,0,1,0,0,1,no
44228,M,PA,16059,160,29,17,61,210,271,5,0,1,1,2,1,0,0,no
44229,F,NJ,7083,70,15,15,30,89,119,2,0,0,1,0,0,1,0,no
44230,M,NY,10011,100,61,20,104,319,423,9,2,0,2,2,2,1,0,no
44231,F,PA,19609,196,25,27,21,273,294,1,1,0,0,0,0,0,0,no
44232,M,DE,19808,198,57,16,141,323,464,12,4,0,2,2,0,1,3,no
44233,F,NY,12144,121,11,16,19,206,225,1,0,0,1,0,0,0,0,no
44234,F,NY,11220,112,77,12,126,188,314,12,3,2,4,1,1,1,0,no
44235,F,NY,11971,119,55,8,109,217,326,10,5,1,2,1,1,0,0,no
44236,F,MA,2660,26,17,21,28,118,146,2,0,1,1,0,0,0,0,no
44237,F,MA,1740,17,3,6,21,211,232,1,0,0,0,0,0,1,0,no
44238,F,NY,11040,110,13,12,26,71,97,2,0,0,2,0,0,0,0,no
44239,F,NJ,7042,70,15,14,33,229,262,2,0,0,0,1,0,1,0,no
44240,M,PA,19086,190,19,20,28,281,309,2,0,0,0,0,0,2,0,no
44241,F,DE,19809,198,13,15,27,96,123,2,1,1,0,0,0,0,0,no
44242,F,ME,4649,46,11,16,15,120,135,1,0,0,1,0,0,0,0,no
44243,F,NY,11230,112,11,14,21,99,120,1,0,0,0,0,0,1,0,no
44244,F,MA,2191,21,1,6,15,194,209,1,1,0,0,0,0,0,0,no
44245,F,MA,1843,18,25,31,20,247,267,1,1,0,0,0,0,0,0,no
44246,F,PA,15037,150,5,6,30,50,80,2,1,0,0,0,0,1,0,no
44247,F,NY,11210,112,33,30,31,226,257,2,1,0,0,0,0,1,0,no
44248,M,MD,21228,212,1,7,18,157,175,1,0,0,0,0,0,1,0,yes
44249,F,NJ,7604,76,5,6,28,102,130,2,0,0,2,0,0,0,0,no
44250,M,NY,11961,119,39,18,64,275,339,5,1,1,1,1,0,1,0,no
44251,F,PA,19152,191,21,17,29,40,69,2,0,0,1,0,1,0,0,no
44252,M,NY,11804,118,7,6,28,208,236,2,0,0,1,0,0,1,0,yes
44253,M,DE,19810,198,3,8,21,289,310,1,0,0,1,0,0,0,0,no
44254,M,PA,19128,191,33,13,132,198,330,11,0,2,2,4,1,1,1,no
44255,F,MD,20817,208,15,17,19,36,55,1,0,0,1,0,0,0,0,no
44256,F,NY,11367,113,59,34,55,282,337,5,3,0,2,0,0,0,0,no
44257,M,NY,11980,119,57,15,144,173,317,12,0,2,4,2,0,2,2,no
44258,F,NY,11697,116,13,16,18,236,254,1,0,0,0,1,0,0,0,no
44259,F,MA,2146,21,43,14,94,81,175,8,1,3,1,0,0,2,1,no
44260,F,DC,20016,200,33,37,19,145,164,1,1,0,0,0,0,0,0,no
44261,M,NJ,8752,87,15,14,26,109,135,2,2,0,0,0,0,0,0,no
44262,M,NJ,7013,70,63,18,104,52,156,9,1,1,2,2,1,1,1,no
44263,M,NY,11758,117,15,16,23,140,163,2,2,0,0,0,0,0,0,no
44264,F,MD,20815,208,3,6,20,63,83,1,1,0,0,0,0,0,0,no
44265,F,NJ,7439,74,27,18,42,176,218,3,0,0,0,1,0,0,2,no
44266,F,NY,10605,106,13,10,33,227,260,2,0,0,0,1,1,0,0,no
44267,M,NJ,7024,70,69,13,113,236,349,10,4,1,2,2,1,0,0,no
44268,F,MD,20782,207,15,15,26,231,257,2,1,1,0,0,0,0,0,no
44269,F,NJ,8732,87,5,6,31,33,64,2,0,0,0,0,0,2,0,yes
44270,F,NY,11710,117,55,28,80,261,341,7,1,1,2,1,1,0,1,no
44271,M,NY,10522,105,7,10,17,298,315,1,0,0,0,0,0,1,0,no
44272,M,NY,11375,113,41,19,125,330,455,11,4,1,1,3,0,0,2,no
44273,F,PA,19012,190,29,25,28,241,269,2,1,0,0,0,1,0,0,no
44274,F,PA,18947,189,9,8,32,243,275,2,0,0,1,0,0,0,1,no
44275,M,NY,11234,112,55,20,82,148,230,7,3,0,1,2,0,0,1,no
44276,M,PA,19004,190,25,8,50,151,201,4,1,0,2,0,0,0,1,yes
44277,F,NY,10465,104,7,12,16,235,251,1,0,0,0,0,0,0,1,no
44278,M,MD,20817,208,37,10,70,91,161,6,2,0,2,1,0,0,1,no
44279,M,NY,11772,117,23,4,50,205,255,4,0,1,2,0,1,0,0,no
44280,M,NY,11704,117,57,38,85,109,194,7,1,0,2,1,1,2,0,no
44281,F,MD,21215,212,23,20,29,43,72,2,0,0,1,1,0,0,0,no
44282,F,PA,19124,191,9,11,18,68,86,1,1,0,0,0,0,0,0,no
44283,M,PA,15204,152,33,37,18,24,42,1,0,0,1,0,0,0,0,no
44284,F,NJ,7008,70,5,7,17,186,203,1,0,0,1,0,0,0,0,no
44285,F,NJ,8060,80,3,4,30,188,218,2,0,0,0,0,1,0,1,no
44286,F,NY,10011,100,41,15,85,38,123,8,3,2,3,0,0,0,0,no
44287,F,NJ,8034,80,5,7,21,222,243,1,1,0,0,0,0,0,0,no
44288,F,PA,19126,191,21,19,29,219,248,2,0,0,0,0,0,2,0,yes
44289,M,PA,17110,171,41,4,124,337,461,11,3,1,2,1,2,1,1,no
44290,F,DE,19709,197,27,31,18,233,251,1,0,0,1,0,0,0,0,no
44291,F,MA,1960,19,47,31,41,265,306,3,2,0,0,0,0,0,1,no
44292,M,NY,11104,111,35,37,30,170,200,2,0,0,0,2,0,0,0,no
44293,F,CT,6497,64,1,3,17,255,272,1,0,0,0,1,0,0,0,no
44294,F,NY,11219,112,31,35,16,97,113,1,0,0,0,0,0,1,0,no
44295,M,MD,20827,208,23,28,18,144,162,1,0,0,0,0,0,0,1,no
44296,M,NY,11964,119,41,16,124,174,298,10,3,0,1,2,0,0,4,no
44297,F,NY,10522,105,11,7,32,124,156,2,1,0,0,0,0,1,0,no
44298,F,NJ,7748,77,33,36,26,211,237,2,1,1,0,0,0,0,0,no
44299,M,CT,6905,69,45,15,126,77,203,10,1,0,2,1,1,1,4,yes
44300,F,NJ,7701,77,11,10,29,20,49,2,0,1,1,0,0,0,0,no
44301,F,NY,11417,114,21,13,54,33,87,4,1,0,1,0,0,1,1,no
44302,M,NY,10990,109,71,19,125,133,258,11,1,0,4,4,2,0,0,no
44303,F,NJ,7850,78,15,13,29,104,133,2,1,0,1,0,0,0,0,no
44304,M,NJ,7047,70,13,15,29,51,80,2,0,0,0,1,0,1,0,no
44305,F,NJ,8088,80,15,19,28,93,121,2,0,1,0,0,0,1,0,no
44306,F,PA,18017,180,49,19,109,150,259,10,3,2,2,0,2,1,0,no
44307,F,NY,11358,113,67,33,134,237,371,11,4,2,0,0,1,1,3,no
44308,M,MD,21218,212,15,13,28,214,242,2,1,0,1,0,0,0,0,no
44309,F,NJ,7874,78,29,33,17,80,97,1,0,0,1,0,0,0,0,no
44310,M,NJ,8876,88,23,14,54,161,215,4,0,0,1,1,1,0,1,no
44311,F,PA,15228,152,17,22,18,53,71,1,1,0,0,0,0,0,0,no
44312,F,PA,19425,194,9,14,19,3,22,1,0,0,0,0,0,0,1,no
44313,F,NY,11563,115,7,10,18,192,210,1,0,1,0,0,0,0,0,no
44314,F,NJ,7470,74,19,15,32,298,330,2,1,0,0,0,0,0,1,no
44315,F,NY,11550,115,21,20,31,46,77,2,0,0,0,0,0,1,1,yes
44316,F,MA,2536,25,53,13,132,213,345,11,2,0,5,1,0,1,2,no
